 Written on 2022-12-12T11:54:41
          26
          21
    4    2    4    4    2    4    4    2    4    2    1    2    4    2    4
    4    2    4    4    2    4
   -1   -1   -1    5    5   -0.006215    0.000000
   -1   -1   -1    6    5   -0.000014    0.000000
   -1   -1   -1    7    5    0.000014    0.000000
   -1   -1   -1    8    5    0.002772    0.000000
   -1   -1   -1    9    5    0.000000    0.000000
   -1   -1   -1   10    5    0.000000    0.000000
   -1   -1   -1   11    5    0.000000    0.000000
   -1   -1   -1   12    5    0.000000    0.000000
   -1   -1   -1   13    5    0.000000    0.000000
   -1   -1   -1   14    5    0.000000    0.000000
   -1   -1   -1   15    5    0.000000    0.000000
   -1   -1   -1   16    5    0.000000    0.000000
   -1   -1   -1   17    5    0.000000    0.000000
   -1   -1   -1   18    5    0.000000    0.000000
   -1   -1   -1   19    5    0.000000    0.000000
   -1   -1   -1   20    5    0.000000    0.000000
   -1   -1   -1   21    5    0.000000    0.000000
   -1   -1   -1   22    5    0.000000    0.000000
   -1   -1   -1   23    5    0.000000    0.000000
   -1   -1   -1   24    5    0.000000    0.000000
   -1   -1   -1   25    5    0.000000    0.000000
   -1   -1   -1   26    5    0.000000    0.000000
   -1   -1   -1    1    6    0.000000    0.000000
   -1   -1   -1    2    6    0.000000    0.000000
   -1   -1   -1    3    6    0.002475    0.000000
   -1   -1   -1    4    6    0.000025    0.000000
   -1   -1   -1    5    6   -0.000014    0.000000
   -1   -1   -1    6    6    0.003471    0.000000
   -1   -1   -1    7    6    0.000011    0.000000
   -1   -1   -1    8    6   -0.000006    0.000000
   -1   -1   -1    9    6    0.000000    0.000000
   -1   -1   -1   10    6    0.000000    0.000000
   -1   -1   -1   11    6    0.000000    0.000000
   -1   -1   -1   12    6    0.000000    0.000000
   -1   -1   -1   13    6    0.000000    0.000000
   -1   -1   -1   14    6    0.000000    0.000000
   -1   -1   -1   15    6    0.000000    0.000000
   -1   -1   -1   16    6    0.000000    0.000000
   -1   -1   -1   17    6    0.000000    0.000000
   -1   -1   -1   18    6    0.000000    0.000000
   -1   -1   -1   19    6    0.000000    0.000000
   -1   -1   -1   20    6    0.000000    0.000000
   -1   -1   -1   21    6    0.000000    0.000000
   -1   -1   -1   22    6    0.000000    0.000000
   -1   -1   -1   23    6    0.000000    0.000000
   -1   -1   -1   24    6    0.000000    0.000000
   -1   -1   -1   25    6    0.000000    0.000000
   -1   -1   -1   26    6    0.000000    0.000000
   -1   -1   -1    1    7    0.000000    0.000000
   -1   -1   -1    2    7    0.000000    0.000000
   -1   -1   -1    3    7    0.000025    0.000000
   -1   -1   -1    4    7    0.002756    0.000000
   -1   -1   -1    5    7    0.000014    0.000000
   -1   -1   -1    6    7    0.000011    0.000000
   -1   -1   -1    7    7   -0.006927    0.000000
   -1   -1   -1    8    7    0.000617    0.000000
   -1   -1   -1    9    7    0.000000    0.000000
   -1   -1   -1   10    7    0.000000    0.000000
   -1   -1   -1   11    7    0.000000    0.000000
   -1   -1   -1   12    7    0.000000    0.000000
   -1   -1   -1   13    7    0.000000    0.000000
   -1   -1   -1   14    7    0.000000    0.000000
   -1   -1   -1   15    7    0.000000    0.000000
   -1   -1   -1   16    7    0.000000    0.000000
   -1   -1   -1   17    7    0.000000    0.000000
   -1   -1   -1   18    7    0.000000    0.000000
   -1   -1   -1   19    7    0.000000    0.000000
   -1   -1   -1   20    7    0.000000    0.000000
   -1   -1   -1   21    7    0.000000    0.000000
   -1   -1   -1   22    7    0.000000    0.000000
   -1   -1   -1   23    7    0.000000    0.000000
   -1   -1   -1   24    7    0.000000    0.000000
   -1   -1   -1   25    7    0.000000    0.000000
   -1   -1   -1   26    7    0.000000    0.000000
   -1   -1   -1    1    8    0.000000    0.000000
   -1   -1   -1    2    8    0.000000    0.000000
   -1   -1   -1    3    8   -0.000014    0.000000
   -1   -1   -1    4    8    0.000014    0.000000
   -1   -1   -1    5    8    0.002772    0.000000
   -1   -1   -1    6    8   -0.000006    0.000000
   -1   -1   -1    7    8    0.000617    0.000000
   -1   -1   -1    8    8   -0.006215    0.000000
   -1   -1   -1    9    8    0.000000    0.000000
   -1   -1   -1   10    8    0.000000    0.000000
   -1   -1   -1   11    8    0.000000    0.000000
   -1   -1   -1   12    8    0.000000    0.000000
   -1   -1   -1   13    8    0.000000    0.000000
   -1   -1   -1   14    8    0.000000    0.000000
   -1   -1   -1   15    8    0.000000    0.000000
   -1   -1   -1   16    8    0.000000    0.000000
   -1   -1   -1   17    8    0.000000    0.000000
   -1   -1   -1   18    8    0.000000    0.000000
   -1   -1   -1   19    8    0.000000    0.000000
   -1   -1   -1   20    8    0.000000    0.000000
   -1   -1   -1   21    8    0.000000    0.000000
   -1   -1   -1   22    8    0.000000    0.000000
   -1   -1   -1   23    8    0.000000    0.000000
   -1   -1   -1   24    8    0.000000    0.000000
   -1   -1   -1   25    8    0.000000    0.000000
   -1   -1   -1   26    8    0.000000    0.000000
   -1   -1   -1    1    9    0.000000    0.000000
   -1   -1   -1    2    9    0.000000    0.000000
   -1   -1   -1    3    9    0.000000    0.000000
   -1   -1   -1    4    9    0.000000    0.000000
   -1   -1   -1    5    9    0.000000    0.000000
   -1   -1   -1    6    9    0.000000    0.000000
   -1   -1   -1    7    9    0.000000    0.000000
   -1   -1   -1    8    9    0.000000    0.000000
   -1   -1   -1    9    9    0.002809    0.000000
   -1   -1   -1   10    9   -0.003944    0.000000
   -1   -1   -1   11    9    0.000000    0.000000
   -1   -1   -1   12    9    0.000000    0.000000
   -1   -1   -1   13    9    0.000000    0.000000
   -1   -1   -1   14    9    0.000000    0.000000
   -1   -1   -1   15    9    0.000000    0.000000
   -1   -1   -1   16    9    0.000000    0.000000
   -1   -1   -1   17    9    0.000000    0.000000
   -1   -1   -1   18    9    0.000000    0.000000
   -1   -1   -1   19    9    0.000000    0.000000
   -1   -1   -1   20    9    0.000000    0.000000
   -1   -1   -1   21    9    0.000000    0.000000
   -1   -1   -1   22    9    0.000000    0.000000
   -1   -1   -1   23    9    0.000000    0.000000
   -1   -1   -1   24    9    0.000000    0.000000
   -1   -1   -1   25    9    0.000000    0.000000
   -1   -1   -1   26    9    0.000000    0.000000
   -1   -1   -1    1   10    0.000000    0.000000
   -1   -1   -1    2   10    0.000000    0.000000
   -1   -1   -1    3   10    0.000000    0.000000
   -1   -1   -1    4   10    0.000000    0.000000
   -1   -1   -1    5   10    0.000000    0.000000
   -1   -1   -1    6   10    0.000000    0.000000
   -1   -1   -1    7   10    0.000000    0.000000
   -1   -1   -1    8   10    0.000000    0.000000
   -1   -1   -1    9   10   -0.003944    0.000000
   -1   -1   -1   10   10    0.002809    0.000000
   -1   -1   -1   11   10    0.000000    0.000000
   -1   -1   -1   12   10    0.000000    0.000000
   -1   -1   -1   13   10    0.000000    0.000000
   -1   -1   -1   14   10    0.000000    0.000000
   -1   -1   -1   15   10    0.000000    0.000000
   -1   -1   -1   16   10    0.000000    0.000000
   -1   -1   -1   17   10    0.000000    0.000000
   -1   -1   -1   18   10    0.000000    0.000000
   -1   -1   -1   19   10    0.000000    0.000000
   -1   -1   -1   20   10    0.000000    0.000000
   -1   -1   -1   21   10    0.000000    0.000000
   -1   -1   -1   22   10    0.000000    0.000000
   -1   -1   -1   23   10    0.000000    0.000000
   -1   -1   -1   24   10    0.000000    0.000000
   -1   -1   -1   25   10    0.000000    0.000000
   -1   -1   -1   26   10    0.000000    0.000000
   -1   -1   -1    1   11    0.000000    0.000000
   -1   -1   -1    2   11    0.000000    0.000000
   -1   -1   -1    3   11    0.000000    0.000000
   -1   -1   -1    4   11    0.000000    0.000000
   -1   -1   -1    5   11    0.000000    0.000000
   -1   -1   -1    6   11    0.000000    0.000000
   -1   -1   -1    7   11    0.000000    0.000000
   -1   -1   -1    8   11    0.000000    0.000000
   -1   -1   -1    9   11    0.000000    0.000000
   -1   -1   -1   10   11    0.000000    0.000000
   -1   -1   -1   11   11    0.010579    0.000000
   -1   -1   -1   12   11   -0.000902    0.000000
   -1   -1   -1   13   11    0.000547    0.000000
   -1   -1   -1   14   11   -0.003662    0.000000
   -1   -1   -1   15   11    0.007720    0.000000
   -1   -1   -1   16   11    0.001860    0.000000
   -1   -1   -1   17   11   -0.000002    0.000000
   -1   -1   -1   18   11    0.000064    0.000000
   -1   -1   -1   19   11    0.000085    0.000000
   -1   -1   -1   20   11   -0.000009    0.000000
   -1   -1   -1   21   11   -0.022462    0.000002
   -1   -1   -1   22   11   -0.015976    0.000000
   -1   -1   -1   23   11    0.009863    0.000000
   -1   -1   -1   24   11   -0.012784    0.000003
   -1   -1   -1   25   11   -0.000012    0.000000
   -1   -1   -1   26   11   -0.000366    0.000000
   -1   -1   -1    1   12    0.000000    0.000000
   -1   -1   -1    2   12    0.000000    0.000000
   -1   -1   -1    3   12    0.000000    0.000000
   -1   -1   -1    4   12    0.000000    0.000000
   -1   -1   -1    5   12    0.000000    0.000000
   -1   -1   -1    6   12    0.000000    0.000000
   -1   -1   -1    7   12    0.000000    0.000000
   -1   -1   -1    8   12    0.000000    0.000000
   -1   -1   -1    9   12    0.000000    0.000000
   -1   -1   -1   10   12    0.000000    0.000000
   -1   -1   -1   11   12   -0.000902    0.000000
   -1   -1   -1   12   12   -0.011235    0.000000
   -1   -1   -1   13   12    0.009224    0.000000
   -1   -1   -1   14   12   -0.000463    0.000000
   -1   -1   -1   15   12    0.000323    0.000000
   -1   -1   -1   16   12    0.000000    0.000000
   -1   -1   -1   17   12    0.006523    0.000000
   -1   -1   -1   18   12    0.000033    0.000000
   -1   -1   -1   19   12    0.000040    0.000000
   -1   -1   -1   20   12   -0.007270    0.000000
   -1   -1   -1   21   12    0.010120    0.000000
   -1   -1   -1   22   12   -0.003228    0.000000
   -1   -1   -1   23   12   -0.004331    0.000000
   -1   -1   -1   24   12   -0.000003    0.000000
   -1   -1   -1   25   12   -0.001034    0.000000
   -1   -1   -1   26   12    0.000001    0.000000
   -1   -1   -1    1   13    0.000000    0.000000
   -1   -1   -1    2   13    0.000000    0.000000
   -1   -1   -1    3   13    0.000000    0.000000
   -1   -1   -1    4   13    0.000000    0.000000
   -1   -1   -1    5   13    0.000000    0.000000
   -1   -1   -1    6   13    0.000000    0.000000
   -1   -1   -1    7   13    0.000000    0.000000
   -1   -1   -1    8   13    0.000000    0.000000
   -1   -1   -1    9   13    0.000000    0.000000
   -1   -1   -1   10   13    0.000000    0.000000
   -1   -1   -1   11   13    0.000547    0.000000
   -1   -1   -1   12   13    0.009224    0.000000
   -1   -1   -1   13   13   -0.000580    0.000000
   -1   -1   -1   14   13   -0.000168    0.000000
   -1   -1   -1   15   13   -0.000413    0.000000
   -1   -1   -1   16   13    0.000261    0.000000
   -1   -1   -1   17   13    0.000034    0.000000
   -1   -1   -1   18   13    0.006606    0.000000
   -1   -1   -1   19   13   -0.007178    0.000000
   -1   -1   -1   20   13    0.000044    0.000000
   -1   -1   -1   21   13   -0.006112    0.000000
   -1   -1   -1   22   13   -0.004035    0.000000
   -1   -1   -1   23   13   -0.007822    0.000000
   -1   -1   -1   24   13    0.000041    0.000000
   -1   -1   -1   25   13    0.000005    0.000000
   -1   -1   -1   26   13   -0.001053    0.000000
   -1   -1   -1    1   14    0.000000    0.000000
   -1   -1   -1    2   14    0.000000    0.000000
   -1   -1   -1    3   14    0.000000    0.000000
   -1   -1   -1    4   14    0.000000    0.000000
   -1   -1   -1    5   14    0.000000    0.000000
   -1   -1   -1    6   14    0.000000    0.000000
   -1   -1   -1    7   14    0.000000    0.000000
   -1   -1   -1    8   14    0.000000    0.000000
   -1   -1   -1    9   14    0.000000    0.000000
   -1   -1   -1   10   14    0.000000    0.000000
   -1   -1   -1   11   14   -0.003662    0.000000
   -1   -1   -1   12   14   -0.000463    0.000000
   -1   -1   -1   13   14   -0.000168    0.000000
   -1   -1   -1   14   14   -0.014646    0.000000
   -1   -1   -1   15   14    0.000629    0.000000
   -1   -1   -1   16   14    0.000028    0.000000
   -1   -1   -1   17   14    0.000040    0.000000
   -1   -1   -1   18   14   -0.001316    0.000000
   -1   -1   -1   19   14    0.000352    0.000000
   -1   -1   -1   20   14    0.000025    0.000000
   -1   -1   -1   21   14    0.004272    0.000000
   -1   -1   -1   22   14   -0.003865    0.000000
   -1   -1   -1   23   14   -0.002014    0.000000
   -1   -1   -1   24   14   -0.000506    0.000000
   -1   -1   -1   25   14   -0.000008    0.000000
   -1   -1   -1   26   14    0.003070    0.000000
   -1   -1   -1    1   15    0.000000    0.000000
   -1   -1   -1    2   15    0.000000    0.000000
   -1   -1   -1    3   15    0.000000    0.000000
   -1   -1   -1    4   15    0.000000    0.000000
   -1   -1   -1    5   15    0.000000    0.000000
   -1   -1   -1    6   15    0.000000    0.000000
   -1   -1   -1    7   15    0.000000    0.000000
   -1   -1   -1    8   15    0.000000    0.000000
   -1   -1   -1    9   15    0.000000    0.000000
   -1   -1   -1   10   15    0.000000    0.000000
   -1   -1   -1   11   15    0.007720    0.000000
   -1   -1   -1   12   15    0.000323    0.000000
   -1   -1   -1   13   15   -0.000413    0.000000
   -1   -1   -1   14   15    0.000629    0.000000
   -1   -1   -1   15   15   -0.014799    0.000000
   -1   -1   -1   16   15   -0.000015    0.000000
   -1   -1   -1   17   15   -0.001370    0.000000
   -1   -1   -1   18   15    0.000041    0.000000
   -1   -1   -1   19   15    0.000025    0.000000
   -1   -1   -1   20   15    0.000305    0.000000
   -1   -1   -1   21   15   -0.008542    0.000000
   -1   -1   -1   22   15    0.001722    0.000000
   -1   -1   -1   23   15   -0.003174    0.000000
   -1   -1   -1   24   15    0.000004    0.000000
   -1   -1   -1   25   15    0.003083    0.000000
   -1   -1   -1   26   15    0.000002    0.000000
   -1   -1   -1    1   16    0.000000    0.000000
   -1   -1   -1    2   16    0.000000    0.000000
   -1   -1   -1    3   16    0.000000    0.000000
   -1   -1   -1    4   16    0.000000    0.000000
   -1   -1   -1    5   16    0.000000    0.000000
   -1   -1   -1    6   16    0.000000    0.000000
   -1   -1   -1    7   16    0.000000    0.000000
   -1   -1   -1    8   16    0.000000    0.000000
   -1   -1   -1    9   16    0.000000    0.000000
   -1   -1   -1   10   16    0.000000    0.000000
   -1   -1   -1   11   16    0.001860    0.000000
   -1   -1   -1   12   16    0.000000    0.000000
   -1   -1   -1   13   16    0.000261    0.000000
   -1   -1   -1   14   16    0.000028    0.000000
   -1   -1   -1   15   16   -0.000015    0.000000
   -1   -1   -1   16   16    0.010578    0.000000
   -1   -1   -1   17   16    0.000902    0.000000
   -1   -1   -1   18   16   -0.000547    0.000000
   -1   -1   -1   19   16   -0.003662    0.000000
   -1   -1   -1   20   16    0.007720    0.000000
   -1   -1   -1   21   16   -0.012784    0.000003
   -1   -1   -1   22   16    0.000012    0.000000
   -1   -1   -1   23   16    0.000366    0.000000
   -1   -1   -1   24   16    0.008834    0.000000
   -1   -1   -1   25   16   -0.005464    0.000000
   -1   -1   -1   26   16    0.004190    0.000000
   -1   -1   -1    1   17    0.000000    0.000000
   -1   -1   -1    2   17    0.000000    0.000000
   -1   -1   -1    3   17    0.000000    0.000000
   -1   -1   -1    4   17    0.000000    0.000000
   -1   -1   -1    5   17    0.000000    0.000000
   -1   -1   -1    6   17    0.000000    0.000000
   -1   -1   -1    7   17    0.000000    0.000000
   -1   -1   -1    8   17    0.000000    0.000000
   -1   -1   -1    9   17    0.000000    0.000000
   -1   -1   -1   10   17    0.000000    0.000000
   -1   -1   -1   11   17   -0.000002    0.000000
   -1   -1   -1   12   17    0.006523    0.000000
   -1   -1   -1   13   17    0.000034    0.000000
   -1   -1   -1   14   17    0.000040    0.000000
   -1   -1   -1   15   17   -0.001370    0.000000
   -1   -1   -1   16   17    0.000902    0.000000
   -1   -1   -1   17   17   -0.011235    0.000000
   -1   -1   -1   18   17    0.009224    0.000000
   -1   -1   -1   19   17    0.000463    0.000000
   -1   -1   -1   20   17   -0.000323    0.000000
   -1   -1   -1   21   17    0.000003    0.000000
   -1   -1   -1   22   17   -0.001034    0.000000
   -1   -1   -1   23   17    0.000001    0.000000
   -1   -1   -1   24   17   -0.013181    0.000000
   -1   -1   -1   25   17   -0.007738    0.000000
   -1   -1   -1   26   17   -0.028254    0.000000
   -1   -1   -1    1   18    0.000000    0.000000
   -1   -1   -1    2   18    0.000000    0.000000
   -1   -1   -1    3   18    0.000000    0.000000
   -1   -1   -1    4   18    0.000000    0.000000
   -1   -1   -1    5   18    0.000000    0.000000
   -1   -1   -1    6   18    0.000000    0.000000
   -1   -1   -1    7   18    0.000000    0.000000
   -1   -1   -1    8   18    0.000000    0.000000
   -1   -1   -1    9   18    0.000000    0.000000
   -1   -1   -1   10   18    0.000000    0.000000
   -1   -1   -1   11   18    0.000064    0.000000
   -1   -1   -1   12   18    0.000033    0.000000
   -1   -1   -1   13   18    0.006606    0.000000
   -1   -1   -1   14   18   -0.001316    0.000000
   -1   -1   -1   15   18    0.000041    0.000000
   -1   -1   -1   16   18   -0.000547    0.000000
   -1   -1   -1   17   18    0.009224    0.000000
   -1   -1   -1   18   18   -0.000580    0.000000
   -1   -1   -1   19   18    0.000167    0.000000
   -1   -1   -1   20   18    0.000413    0.000000
   -1   -1   -1   21   18   -0.000041    0.000000
   -1   -1   -1   22   18    0.000005    0.000000
   -1   -1   -1   23   18   -0.001053    0.000000
   -1   -1   -1   24   18    0.009049    0.000000
   -1   -1   -1   25   18   -0.028317    0.000000
   -1   -1   -1   26   18   -0.040161    0.000000
   -1   -1   -1    1   19    0.000000    0.000000
   -1   -1   -1    2   19    0.000000    0.000000
   -1   -1   -1    3   19    0.000000    0.000000
   -1   -1   -1    4   19    0.000000    0.000000
   -1   -1   -1    5   19    0.000000    0.000000
   -1   -1   -1    6   19    0.000000    0.000000
   -1   -1   -1    7   19    0.000000    0.000000
   -1   -1   -1    8   19    0.000000    0.000000
   -1   -1   -1    9   19    0.000000    0.000000
   -1   -1   -1   10   19    0.000000    0.000000
   -1   -1   -1   11   19    0.000085    0.000000
   -1   -1   -1   12   19    0.000040    0.000000
   -1   -1   -1   13   19   -0.007178    0.000000
   -1   -1   -1   14   19    0.000352    0.000000
   -1   -1   -1   15   19    0.000025    0.000000
   -1   -1   -1   16   19   -0.003662    0.000000
   -1   -1   -1   17   19    0.000463    0.000000
   -1   -1   -1   18   19    0.000167    0.000000
   -1   -1   -1   19   19   -0.014646    0.000000
   -1   -1   -1   20   19    0.000629    0.000000
   -1   -1   -1   21   19   -0.000506    0.000000
   -1   -1   -1   22   19    0.000008    0.000000
   -1   -1   -1   23   19   -0.003070    0.000000
   -1   -1   -1   24   19    0.006558    0.000000
   -1   -1   -1   25   19   -0.018434    0.000000
   -1   -1   -1   26   19   -0.023293    0.000000
   -1   -1   -1    1   20    0.000000    0.000000
   -1   -1   -1    2   20    0.000000    0.000000
   -1   -1   -1    3   20    0.000000    0.000000
   -1   -1   -1    4   20    0.000000    0.000000
   -1   -1   -1    5   20    0.000000    0.000000
   -1   -1   -1    6   20    0.000000    0.000000
   -1   -1   -1    7   20    0.000000    0.000000
   -1   -1   -1    8   20    0.000000    0.000000
   -1   -1   -1    9   20    0.000000    0.000000
   -1   -1   -1   10   20    0.000000    0.000000
   -1   -1   -1   11   20   -0.000009    0.000000
   -1   -1   -1   12   20   -0.007270    0.000000
   -1   -1   -1   13   20    0.000044    0.000000
   -1   -1   -1   14   20    0.000025    0.000000
   -1   -1   -1   15   20    0.000305    0.000000
   -1   -1   -1   16   20    0.007720    0.000000
   -1   -1   -1   17   20   -0.000323    0.000000
   -1   -1   -1   18   20    0.000413    0.000000
   -1   -1   -1   19   20    0.000629    0.000000
   -1   -1   -1   20   20   -0.014799    0.000000
   -1   -1   -1   21   20    0.000004    0.000000
   -1   -1   -1   22   20   -0.003083    0.000000
   -1   -1   -1   23   20   -0.000002    0.000000
   -1   -1   -1   24   20   -0.009619    0.000000
   -1   -1   -1   25   20   -0.002411    0.000000
   -1   -1   -1   26   20   -0.018334    0.000000
   -1   -1   -1    1   21    0.000000    0.000000
   -1   -1   -1    2   21    0.000000    0.000000
   -1   -1   -1    3   21    0.000000    0.000000
   -1   -1   -1    4   21    0.000000    0.000000
   -1   -1   -1    5   21    0.000000    0.000000
   -1   -1   -1    6   21    0.000000    0.000000
   -1   -1   -1    7   21    0.000000    0.000000
   -1   -1   -1    8   21    0.000000    0.000000
   -1   -1   -1    9   21    0.000000    0.000000
   -1   -1   -1   10   21    0.000000    0.000000
   -1   -1   -1   11   21   -0.022462   -0.000002
   -1   -1   -1   12   21    0.010120    0.000000
   -1   -1   -1   13   21   -0.006112    0.000000
   -1   -1   -1   14   21    0.004272    0.000000
   -1   -1   -1   15   21   -0.008542    0.000000
   -1   -1   -1   16   21   -0.012784   -0.000003
   -1   -1   -1   17   21    0.000003    0.000000
   -1   -1   -1   18   21   -0.000041    0.000000
   -1   -1   -1   19   21   -0.000506    0.000000
   -1   -1   -1   20   21    0.000004    0.000000
   -1   -1   -1   21   21    0.084810    0.000000
   -1   -1   -1   22   21    0.007245    0.000000
   -1   -1   -1   23   21   -0.005680    0.000000
   -1   -1   -1   24   21    0.042596    0.000000
   -1   -1   -1   25   21    0.000030    0.000000
   -1   -1   -1   26   21    0.001244    0.000000
   -1   -1   -1    1   22    0.000000    0.000000
   -1   -1   -1    2   22    0.000000    0.000000
   -1   -1   -1    3   22    0.000000    0.000000
   -1   -1   -1    4   22    0.000000    0.000000
   -1   -1   -1    5   22    0.000000    0.000000
   -1   -1   -1    6   22    0.000000    0.000000
   -1   -1   -1    7   22    0.000000    0.000000
   -1   -1   -1    8   22    0.000000    0.000000
   -1   -1   -1    9   22    0.000000    0.000000
   -1   -1   -1   10   22    0.000000    0.000000
   -1   -1   -1   11   22   -0.015976    0.000000
   -1   -1   -1   12   22   -0.003228    0.000000
   -1   -1   -1   13   22   -0.004035    0.000000
   -1   -1   -1   14   22   -0.003865    0.000000
   -1   -1   -1   15   22    0.001722    0.000000
   -1   -1   -1   16   22    0.000012    0.000000
   -1   -1   -1   17   22   -0.001034    0.000000
   -1   -1   -1   18   22    0.000005    0.000000
   -1   -1   -1   19   22    0.000008    0.000000
   -1   -1   -1   20   22   -0.003083    0.000000
   -1   -1   -1   21   22    0.007245    0.000000
   -1   -1   -1   22   22   -0.005992    0.000000
   -1   -1   -1   23   22    0.015994    0.000000
   -1   -1   -1   24   22    0.000010    0.000000
   -1   -1   -1   25   22    0.017610    0.000000
   -1   -1   -1   26   22   -0.000008    0.000000
   -1   -1   -1    1   23    0.000000    0.000000
